A_ap_eff_35,A_ap_eff_6,A_bg_eff_35,A_bg_eff_6,aper_sum_35,aper_sum_6,band,bkg_per_pix_35,bkg_per_pix_6,bkg_rms_per_pix_35,bkg_rms_per_pix_6,c2,c2_err,err35,err6,exptime_35,exptime_6,ftz,rate35,rate6,slot,theta_rad,unit_kind_35,unit_kind_6,width_pix,x,y
5911.029296875,1052.62109375,3479.3896484375,1271.5751953125,113156.56246806774,35082.5633464437,UVW1,15.71291381030209,16.10134227598204,2.68615309015073,2.70996135869677,1.1181826170836406,0.029686160403330462,0.1061712649537158,0.049297352152366254,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,4.5060152435778456,4.0297668509014155,1,0.4048917862850826,counts,counts,80.9766824031586,1035.339783993298,816.9953923281631
5911.330078125,1052.67578125,3479.4697265625,1271.51953125,104281.55123116542,26487.47412734013,UVW1,15.815017683091238,16.25927962894602,2.59344231723847,2.6149677695490583,1.151736994924991,0.05484392501271655,0.1022194485929639,0.04424682773533645,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,2.3986136700065397,2.0826053869727037,2,0.4048917862850826,counts,counts,80.9766824031586,383.873435912026,249.1792967047748
5911.029296875,1052.62109375,3479.388671875,1271.5751953125,94579.05964451656,17202.553019006737,UVW1,15.847982074478677,16.030591866475703,2.589380190128313,2.599631801411554,2.7440171514258256,1.9943198654631091,0.09976338356963811,0.038621328700922754,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,0.20026073464961114,0.07298086112382832,3,0.4048917862850826,counts,counts,80.9766824031586,820.8971129900488,415.4626533212802
5911.0302734375,1052.6220703125,3479.3876953125,1271.470703125,102812.0367973838,23482.10368404817,UVW1,16.257120953886368,16.409135035261638,2.687923493237481,2.6031251588243274,1.0815231227754747,0.08224117674261595,0.1037737716953707,0.04246716352744508,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,1.4923783733391902,1.3798857758208185,4,0.4048917862850826,counts,counts,80.9766824031586,841.8992495125822,600.3656634761556
5911.0302734375,1052.6220703125,3479.388671875,1271.5732421875,96388.72763401177,19461.94151767809,UVW1,15.850524717375404,15.921223322240015,2.6310167801765463,2.6459674322890856,0.9973679177771678,0.18108929172007232,0.10106106044073462,0.04032711911774781,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,0.5990658177191961,0.6006467694031437,5,0.4048917862850826,counts,counts,80.9766824031586,490.1949367625133,441.46508674081383
5274.9638671875,939.3779296875,3305.1943359375,1167.1142578125,84527.5925733624,15455.612677278928,UVW1,15.834684223564556,15.90642419658946,2.605937321787824,2.6144230232385897,1.9479379363623823,1.030795232049776,0.09362906059904447,0.03654485817914826,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,0.22226787683009105,0.11410418816790358,1,0.39940863355951567,counts,counts,72.25979455771697,820.8971129900488,415.4626533212802
5274.9638671875,939.3779296875,3305.1943359375,1167.1142578125,84527.5925733624,15455.612677278928,UVW1,15.834684223564556,15.90642419658946,2.605937321787824,2.6144230232385897,1.9479379363623823,1.030795232049776,0.09362906059904447,0.03654485817914826,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,0.22226787683009105,0.11410418816790358,1,0.39940863355951567,counts,counts,72.25979455771697,820.8971129900488,415.4626533212802
5274.96875,939.373046875,3305.1904296875,1167.126953125,92555.36464219447,21656.40937143378,UVW1,16.220739818143322,16.396346165583683,2.6105027208200107,2.6524486744391003,1.117897457231212,0.0763224952314471,0.09580683095277326,0.04072468466233349,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,1.5536597776906145,1.3898052702782693,2,0.39940863355951567,counts,counts,72.25979455771697,841.8992495125822,600.3656634761556
5274.9638671875,939.3779296875,3305.1943359375,1167.1142578125,84527.5925733624,15455.612677278928,UVW1,15.834684223564556,15.90642419658946,2.605937321787824,2.6144230232385897,1.9479379363623823,1.030795232049776,0.09362906059904447,0.03654485817914826,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,0.22226787683009105,0.11410418816790358,1,0.39940863355951567,counts,counts,72.25979455771697,820.8971129900488,415.4626533212802
5274.96875,939.373046875,3305.1904296875,1167.126953125,92555.36464219447,21656.40937143378,UVW1,16.220739818143322,16.396346165583683,2.6105027208200107,2.6524486744391003,1.117897457231212,0.0763224952314471,0.09580683095277326,0.04072468466233349,4500.0,4500.0,/Users/eracero/workspace/tfm-viu/temp/c2_ftz/P0781040101OMS008FSIMAGL000.FTZ,1.5536597776906145,1.3898052702782693,2,0.39940863355951567,counts,counts,72.25979455771697,841.8992495125822,600.3656634761556
